City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
382,Jinxiang,CN,297.92,27.4327,120.6062,Wolong Village
383,Pareora,NZ,279.36,-44.4871,171.2132,
384,Buchanan,LR,296.93,5.8808,-10.0467,Kamaneahn Hotel Inc
386,Alofi,NU,297.93,-19.0595,-169.9187,Taloa Heights
387,Cap Malheureux,MU,293.97,-19.9842,57.6142,Pereybere Hotel & Spa
390,Sangar,RU,292.02,63.9242,127.4739,
391,Seddon,AU,282.45,-37.8068,144.8916,Footscray Motor Inn
393,Padang,ID,298.88,-0.9492,100.3543,Mercure Padang
395,Tiznit,MA,296.28,29.5833,-9.5,
397,Thunder Bay,CA,291.1,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
398,Hervey Bay,AU,286.56,-25.2986,152.8535,Shelly Bay Resort
399,Tongzi,CN,297.58,28.7829,105.0877,Jiayuan Hotel
400,Iquique,CL,290.53,-20.2208,-70.1431,Backpacker`s Hostel Iquique
401,Nanortalik,GL,280.61,60.1432,-45.2371,Hotel Kap Farvel
402,Chinsali,ZM,288.47,-10.5414,32.0816,Chisakatu Guest House
403,Malinovskiy,RU,288.12,61.1953,62.8397,
405,Constitucion,CL,287.75,-35.3333,-72.4167,Hotel Boutique Las Azucenas
406,Chlorakas,CY,299.64,34.8042,32.4083,Elysium Hotel
407,Talnakh,RU,285.15,69.4865,88.3972,Talnakh Hotel
408,Verkhnyaya Inta,RU,289.11,65.9811,60.3094,
410,Katsuura,JP,299.47,35.1333,140.3,Katsuura Hotel Mikazuki
411,Puerto Del Rosario,ES,297.01,28.5004,-13.8627,Hotel JM Puerto del Rosario
412,Port-Cartier,CA,290.79,50.0334,-66.8654,Le Q'Artier
415,Fort Nelson,CA,298.01,58.8053,-122.7002,The Fort Nelson Hotel
416,Egvekinot,RU,278.56,66.3167,-179.1667,
418,Mitsamiouli,KM,297.57,-11.3847,43.2844,Foyer ADM
419,Vypolzovo,RU,286.67,57.8767,33.6986,Motel'
420,Dryden,CA,291.31,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
421,Aykhal,RU,292.9,66.0,111.5,
422,Birao,CF,294.25,10.2849,22.7882,
423,Nador,MA,299.29,35.174,-2.9287,Hôtel La Giralda
424,Boden,SE,288.15,65.8252,21.6886,Quality Hotel Bodensia
425,Vao,NC,293.72,-22.6667,167.4833,Hotel Kou-Bugny
427,Northam,GB,290.71,51.0333,-4.2167,Durrant House Hotel
428,Petropavlovsk-Kamchatskiy,RU,284.48,53.0452,158.6483,The Hotel Petropavlovsky
429,Elmina,GH,297.38,5.0898,-1.348,Esteem Kofi and Adjoa Guesthouse
430,Broken Hill,AU,280.37,-31.95,141.4333,Royal Exchange Hotel
431,Sobolevo,RU,286.06,54.4299,31.8996,
432,Paracuru,BR,299.88,-3.41,-39.0306,Hotel Vento Brasil
433,Kismayo,SO,298.09,-0.3582,42.5454,Agan-Hotel
437,Auki,SB,297.73,-8.7676,160.7034,Auki Motel
438,Sitka,US,288.16,57.0531,-135.33,Westmark Sitka
439,Jumla,NP,290.26,29.2747,82.1838,Royal Garden Hotel
440,Arman,RU,284.91,59.7,150.1667,
442,Mount Isa,AU,282.02,-20.7333,139.5,ibis Styles Mt Isa Verona
443,Kuito,AO,287.55,-12.3833,16.9333,Herdeiros de Antunes Capusso
444,Bambous Virieux,MU,293.83,-20.3428,57.7575,Casa Tia Villa
445,Narsaq,GL,282.83,60.9167,-46.05,Sleep In Narsaq
446,Grindavik,IS,282.41,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
449,Mandalgovi,MN,287.09,45.7625,106.2708,В.Ганбат
450,Wattegama,LK,297.53,6.7989,81.4808,
451,Leh,IN,288.31,34.1667,77.5833,Hotel Ladakh Greens
452,Srivardhan,IN,299.9,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
454,San Vicente,AR,296.23,-26.6167,-54.1333,Complejo Turístico Farelluk
456,Mandurah,AU,289.21,-32.55,115.7,Atrium Hotel Mandurah
457,Igra,RU,290.8,57.5558,53.0547,Hostel Dilizhans
459,Pervomayskiy,RU,291.61,53.2485,40.2871,
460,Saurimo,AO,292.33,-9.6608,20.3916,Hotel Kawissa Saurimo
461,Rawson,AR,284.7,-43.3002,-65.1023,Hosteria Sampedro
464,Bac Lieu,VN,299.98,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
465,Labuhan,ID,297.4,-6.8844,112.2051,DoubleFAG
467,Samarai,PG,298.81,-10.6167,150.6667,Nuli Sapi
468,Nefteyugansk,RU,287.42,61.0998,72.6035,Royal Plaza
469,Khromtau,KZ,291.41,50.2503,58.4347,Придорожный сервис Кең Дала
470,Rocha,UY,282.42,-34.4833,-54.3333,Hotel Arrarte
471,Ambo,PE,298.08,-10.1308,-76.2047,La Loma Resort
472,Tezu,IN,296.58,27.9167,96.1667,Circuit House
473,Melfi,IT,296.59,40.9965,15.6514,HOTEL TERME DI RAPOLLA
474,Kijang,KR,296.96,35.2442,129.2139,Samyang Beach Villa
475,Pangkalanbuun,ID,296.89,-2.6833,111.6167,Grand Kecubung Hotel
476,San Carlos De Bariloche,AR,276.67,-41.1456,-71.3082,Hotel Patagonia
477,Lagoa,PT,295.56,39.05,-27.9833,Casa Das Faias
478,Lulea,SE,287.19,65.5842,22.1547,Comfort Hotel Arctic
479,Dingle,PH,298.49,10.9995,122.6711,SEGAYA PROPERTY
480,Seoul,KR,299.84,37.5683,126.9778,LOTTE HOTEL SEOUL
481,Inongo,CD,296.32,-1.95,18.2667,Hotel Du Lac
482,Nelson Bay,AU,285.37,-32.7167,152.15,Mantra Nelson Bay
483,Senno,RU,284.81,59.5336,33.9167,
484,Soe,ID,288.78,-9.8607,124.284,Dena Hotel
485,Manta,EC,299.03,-0.95,-80.7333,Balandra Hotel
487,Takaka,NZ,284.02,-40.85,172.8,Golden Bay Motels
488,Gannan,CN,292.11,47.9147,123.5031,Gannan Supply and Marketing Cooperatives Hostel
489,Ketchikan,US,295.41,55.3422,-131.6461,Snow's Cove Lodge
490,Makaryev,RU,291.28,57.8797,43.8069,Postoyalyy Dvor
491,Bolshaya Dzhalga,RU,297.89,45.9695,42.6966,
492,Tanabe,JP,297.93,33.7333,135.3667,美吉屋旅館
496,Rafraf,TN,299.32,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
497,Rio Gallegos,AR,278.72,-51.6226,-69.2181,Hotel Santa Cruz
498,Gwanda,ZW,287.14,-20.9333,29.0,Mafax Homeways
499,Tashla,RU,292.71,51.7716,52.7427,Torch Hotel
500,Palora,EC,299.21,-1.7,-77.9333,Rancho grande
501,Amazar,RU,287.17,53.858,120.875,Гостиничный Комплекс Уют
502,Libreville,GA,297.16,0.3925,9.4537,Le Méridien Re-Ndama
503,Ponta Delgada,PT,296.55,37.7333,-25.6667,Vila Nova Hotel
504,Labuan,MY,299.86,5.2767,115.2417,Tiara Labuan Hotel
