City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Raver,IN,2022-07-26 02:08:15,21.25,76.0333,298.43,83,100,3.2
289,Banda Aceh,ID,2022-07-26 02:11:17,5.5577,95.3222,300.48,74,100,2.62
290,Vardo,NO,2022-07-26 02:11:18,70.3705,31.1107,285.14,94,100,3.6
291,Sibiti,CG,2022-07-26 02:11:18,-3.6819,13.3499,292.77,92,88,1.92
292,Buraydah,SA,2022-07-26 02:11:19,26.326,43.975,301.93,20,24,0.74
293,Svetlaya,RU,2022-07-26 02:11:19,46.5389,138.3297,296.43,71,10,2.3
294,Roald,NO,2022-07-26 02:11:20,62.5833,6.1333,289.35,72,100,3.09
295,Avera,US,2022-07-26 02:11:20,33.194,-82.5271,300.88,64,100,2.05
296,Lerwick,GB,2022-07-26 02:09:21,60.1545,-1.1494,283.15,76,100,10.03
297,Alta Floresta,BR,2022-07-26 02:11:21,-9.8756,-56.0861,295.79,43,100,1.88
298,Baranchinskiy,RU,2022-07-26 02:11:22,58.1617,59.6991,290.53,96,81,2.24
299,Faya,SA,2022-07-26 02:08:34,18.3851,42.4509,289.44,54,100,3.92
300,Veinticinco De Mayo,AR,2022-07-26 02:09:18,-35.4323,-60.1727,287.58,99,100,4.61
301,Bhachau,IN,2022-07-26 02:11:23,23.2833,70.35,299.89,84,100,4.54
302,Bubaque,GW,2022-07-26 02:11:23,11.2833,-15.8333,298.91,81,94,4.82
303,Vanavara,RU,2022-07-26 02:11:24,60.34,102.2797,289.26,94,100,3.74
304,Kirakira,SB,2022-07-26 02:11:25,-10.4544,161.9205,302.08,74,25,3.99
305,Emba,KZ,2022-07-26 02:11:25,48.8264,58.1442,295.46,56,100,6.07
306,Koroni,GR,2022-07-26 02:11:26,36.8,21.95,299.3,64,0,1.54
307,Moron,AR,2022-07-26 02:11:26,-34.6534,-58.6198,290.07,99,40,3.09
308,Dunedin,NZ,2022-07-26 02:11:27,-45.8742,170.5036,280.61,94,100,8.93
309,Paltinoasa,RO,2022-07-26 02:11:27,47.55,25.95,291.78,68,0,1.76
310,Lagoa,PT,2022-07-26 02:08:36,39.05,-27.9833,296.03,91,0,4.35
311,Whyalla,AU,2022-07-26 02:11:28,-33.0333,137.5833,287.34,54,42,5.44
312,Broken Hill,AU,2022-07-26 02:10:19,-31.95,141.4333,285.56,42,0,8.15
313,Saint-Pierre,RE,2022-07-26 02:11:29,-21.3393,55.4781,292.54,67,40,3.6
314,Straumen,NO,2022-07-26 02:11:30,63.8709,11.2999,289.15,96,100,3.42
315,Outjo,NA,2022-07-26 02:11:31,-20.1167,16.15,287.47,39,25,3.25
316,Houlton,US,2022-07-26 02:11:31,46.1262,-67.8403,294.38,80,20,2.06
317,Melo,UY,2022-07-26 02:12:32,-32.3667,-54.1833,289.19,96,79,4.36
318,Puerto Penasco,MX,2022-07-26 02:12:32,31.3167,-113.5333,303.66,73,1,3.58
319,Homer,US,2022-07-26 02:12:33,59.6425,-151.5483,289.08,69,100,6.69
320,Magadan,RU,2022-07-26 02:12:34,59.5667,150.8,299.0,72,0,3.11
321,Qom,IR,2022-07-26 02:12:34,34.6401,50.8764,297.99,44,0,2.09
322,Pisco,PE,2022-07-26 02:12:35,-13.7,-76.2167,289.18,88,80,5.14
323,Juazeiro Do Norte,BR,2022-07-26 02:12:35,-7.2131,-39.3153,294.19,68,99,3.85
324,Zhuhai,CN,2022-07-26 02:10:13,22.2769,113.5678,308.63,70,40,4.63
325,Adrar,MR,2022-07-26 02:12:36,20.5022,-10.0711,305.68,32,11,3.55
326,Isangel,VU,2022-07-26 02:09:35,-19.55,169.2667,296.95,88,98,5.93
327,North Branch,US,2022-07-26 02:12:37,45.5113,-92.9802,296.19,77,100,1.96
328,Atar,MR,2022-07-26 02:12:38,20.5169,-13.0499,305.98,42,99,2.3
329,Shimoda,JP,2022-07-26 02:12:38,34.6667,138.95,299.32,87,100,5.3
330,Kontagora,NG,2022-07-26 02:12:39,10.3999,5.4695,294.31,94,100,2.18
331,Yar-Sale,RU,2022-07-26 02:12:40,66.8333,70.8333,284.15,72,28,9.08
332,Platanos,GR,2022-07-26 02:12:40,37.6667,21.6167,299.02,50,0,1.69
333,Lugoba,TZ,2022-07-26 02:12:41,-6.45,38.3333,291.67,91,73,1.5
334,Yaan,NG,2022-07-26 02:12:41,7.3833,8.5667,295.39,95,100,2.85
335,Half Moon Bay,US,2022-07-26 02:12:42,37.4636,-122.4286,297.05,77,20,8.23
336,Rawson,AR,2022-07-26 02:10:42,-43.3002,-65.1023,281.31,93,75,2.06
337,Samarai,PG,2022-07-26 02:12:43,-10.6167,150.6667,299.74,75,95,7.23
338,Musoma,TZ,2022-07-26 02:12:44,-1.5,33.8,293.72,52,36,5.06
339,Sibu,MY,2022-07-26 02:12:45,2.3,111.8167,297.37,94,100,1.93
340,Manoel Urbano,BR,2022-07-26 02:12:45,-8.8389,-69.2597,299.29,68,100,0.51
341,Calbuco,CL,2022-07-26 02:12:46,-41.768,-73.1273,282.71,86,100,4.89
342,Korla,CN,2022-07-26 02:12:47,41.7597,86.1469,303.37,22,0,0.58
343,Kieta,PG,2022-07-26 02:12:47,-6.2167,155.6333,301.5,72,55,1.72
344,Kahama,TZ,2022-07-26 02:12:48,-3.8333,32.6,291.42,56,17,4.37
345,Aykhal,RU,2022-07-26 02:12:48,66.0,111.5,295.56,72,100,5.01
346,Aplaya,PH,2022-07-26 02:12:49,8.6086,124.7681,302.38,74,99,1.72
347,Takhtamygda,RU,2022-07-26 02:12:49,54.1,123.5667,301.56,45,7,2.38
348,Tuatapere,NZ,2022-07-26 02:08:41,-46.1333,167.6833,280.36,94,100,5.98
349,Sarkand,KZ,2022-07-26 02:12:51,45.41,79.9186,298.03,21,69,1.51
350,Riverton,US,2022-07-26 02:09:49,40.5219,-111.9391,306.57,27,0,2.06
351,Shumskiy,RU,2022-07-26 02:12:52,54.8318,99.1328,290.05,55,100,6.27
352,Luancheng,CN,2022-07-26 02:12:52,37.8792,114.6517,301.35,66,31,0.87
353,Ulaangom,MN,2022-07-26 02:12:53,49.9811,92.0667,291.38,39,7,2.03
354,Port Augusta,AU,2022-07-26 02:09:02,-32.5,137.7667,288.51,47,1,5.42
355,Fortuna,US,2022-07-26 02:08:02,40.5982,-124.1573,294.22,69,37,0.45
356,Devils Lake,US,2022-07-26 02:12:54,48.1128,-98.8651,297.01,74,0,3.6
357,Ust-Kut,RU,2022-07-26 02:12:55,56.7938,105.7672,293.57,82,37,4.4
358,Ilulissat,GL,2022-07-26 02:12:55,69.2167,-51.1,280.16,93,100,0.0
359,Jutai,BR,2022-07-26 02:12:56,-5.1833,-68.9,298.09,80,78,1.09
360,Norwich,GB,2022-07-26 02:12:57,52.6278,1.2983,288.91,91,75,3.09
361,Las Vegas,US,2022-07-26 02:12:58,36.175,-115.1372,300.78,67,0,5.66
362,Rezekne,LV,2022-07-26 02:13:58,56.5,27.3167,286.4,84,45,1.21
363,Vila Velha,BR,2022-07-26 02:13:59,-20.3297,-40.2925,293.68,89,40,1.03
364,Christchurch,NZ,2022-07-26 02:13:29,-43.5333,172.6333,284.21,97,100,3.6
365,Lethem,GY,2022-07-26 02:14:00,3.3803,-59.7968,296.87,93,96,2.55
366,Batticaloa,LK,2022-07-26 02:14:01,7.7102,81.6924,300.1,78,100,2.68
367,Dalby,AU,2022-07-26 02:14:02,-27.1833,151.2667,293.7,58,0,2.24
368,Okha,RU,2022-07-26 02:14:02,53.5739,142.9478,287.48,95,100,3.78
369,Viedma,AR,2022-07-26 02:10:26,-40.8135,-62.9967,282.04,94,100,2.61
370,Sola,VU,2022-07-26 02:14:03,-13.8833,167.55,300.02,76,4,4.52
371,Tekeli,KZ,2022-07-26 02:14:04,44.83,78.8239,298.83,23,98,1.29
372,Magistralnyy,RU,2022-07-26 02:09:11,56.1725,107.4458,295.25,58,29,4.94
373,Mar Del Plata,AR,2022-07-26 02:14:05,-38.0023,-57.5575,285.98,96,100,7.6
374,Plettenberg Bay,ZA,2022-07-26 02:14:05,-34.0527,23.3716,285.67,58,0,2.82
375,Ranong,TH,2022-07-26 02:14:06,9.9658,98.6348,301.36,76,98,1.17
376,Scottsbluff,US,2022-07-26 02:11:12,41.8666,-103.6672,302.77,49,0,5.14
377,Calvia,ES,2022-07-26 02:14:07,39.5657,2.5062,299.41,78,0,5.95
378,Lac Du Bonnet,CA,2022-07-26 02:14:08,50.2536,-96.0612,292.41,79,99,2.3
379,Ust-Tsilma,RU,2022-07-26 02:14:08,65.441,52.1498,283.14,73,100,3.78
380,Georgiyevka,KZ,2022-07-26 02:14:09,43.0369,74.7114,296.17,53,0,3.0
381,Zhoucheng,CN,2022-07-26 02:14:09,35.9122,116.3117,299.33,82,66,3.75
382,Muroto,JP,2022-07-26 02:14:10,33.2833,134.15,301.07,76,74,2.28
383,Choma,ZM,2022-07-26 02:14:10,-16.8065,26.9531,284.8,59,0,2.33
384,Arlit,NE,2022-07-26 02:10:17,18.7369,7.3853,307.92,15,10,3.45
385,Salalah,OM,2022-07-26 02:14:12,17.0151,54.0924,297.2,100,100,3.6
386,Bom Jesus Da Lapa,BR,2022-07-26 02:14:12,-13.255,-43.4181,294.25,53,74,2.88
387,Houston,US,2022-07-26 02:10:38,29.7633,-95.3633,305.01,66,0,8.75
388,Kodinar,IN,2022-07-26 02:14:14,20.7903,70.7031,300.69,79,100,6.48
389,Ilo,PE,2022-07-26 02:14:14,-17.6394,-71.3375,288.32,85,67,3.33
390,Krasnoselkup,RU,2022-07-26 02:09:37,65.7,82.4667,286.89,80,100,3.86
391,George,ZA,2022-07-26 02:14:16,-33.963,22.4617,280.9,71,0,2.06
392,Zongozotla,MX,2022-07-26 02:14:16,19.9833,-97.7333,293.33,95,100,0.35
393,Kelvington,CA,2022-07-26 02:14:17,52.1667,-103.5343,286.97,79,64,3.18
394,Matara,LK,2022-07-26 02:14:17,5.9485,80.5353,299.51,82,79,5.02
395,Richards Bay,ZA,2022-07-26 02:14:18,-28.783,32.0377,285.96,79,3,2.28
396,Seguela,CI,2022-07-26 02:14:18,7.9611,-6.6731,293.63,90,8,0.87
397,Narsaq,GL,2022-07-26 02:14:19,60.9167,-46.05,284.27,91,100,0.51
398,Tautira,PF,2022-07-26 02:14:19,-17.7333,-149.15,296.49,93,97,4.22
399,Deputatskiy,RU,2022-07-26 02:14:20,69.3,139.9,290.61,57,99,2.56
400,Fort Nelson,CA,2022-07-26 02:14:20,58.8053,-122.7002,296.92,46,75,1.03
401,Truth Or Consequences,US,2022-07-26 02:13:00,33.1284,-107.2528,306.28,35,0,5.66
402,Kruisfontein,ZA,2022-07-26 02:14:21,-34.0033,24.7314,281.39,71,0,2.96
403,Dingle,PH,2022-07-26 02:14:22,10.9995,122.6711,302.51,76,70,2.95
404,Gazojak,TM,2022-07-26 02:14:23,41.1875,61.4036,300.93,41,96,9.52
405,Salinopolis,BR,2022-07-26 02:14:23,-0.6136,-47.3561,299.21,84,100,4.17
406,Rio Grande,BR,2022-07-26 02:14:24,-32.035,-52.0986,289.23,98,96,2.96
407,Basoko,CD,2022-07-26 02:14:24,1.2391,23.616,294.99,94,98,0.97
408,Valparaiso,CL,2022-07-26 02:14:25,-33.0393,-71.6273,285.95,76,75,1.54
409,Kachiry,KZ,2022-07-26 02:14:25,53.0675,76.1036,296.34,46,3,2.39
410,Lasa,IT,2022-07-26 02:15:26,46.6166,10.7002,288.91,93,99,1.89
411,Eyemouth,GB,2022-07-26 02:15:26,55.8713,-2.0901,285.27,77,100,2.53
412,Torbay,CA,2022-07-26 02:15:27,47.6666,-52.7314,293.37,92,100,10.8
413,Guerrero Negro,MX,2022-07-26 02:15:22,27.9769,-114.0611,294.54,78,5,7.12
414,Morant Bay,JM,2022-07-26 02:11:25,17.8815,-76.4093,297.99,83,86,4.16
415,Aguimes,ES,2022-07-26 02:15:29,27.9054,-15.4461,299.07,61,0,9.77
416,Gewane,ET,2022-07-26 02:15:29,10.1664,40.6453,300.4,54,100,3.77
417,San Miguel,SV,2022-07-26 02:15:30,13.4833,-88.1833,297.78,86,94,0.98
418,Santa Fe,AR,2022-07-26 02:15:30,-31.6333,-60.7,294.82,84,100,1.79
419,Ayan,RU,2022-07-26 02:15:31,56.45,138.1667,286.56,90,100,5.02
420,Sucua,EC,2022-07-26 02:15:31,-2.4667,-78.1667,293.25,98,98,1.02
421,Umm Lajj,SA,2022-07-26 02:15:32,25.0213,37.2685,301.58,68,83,2.2
422,Bemidji,US,2022-07-26 02:12:23,47.4736,-94.8803,293.2,75,0,0.0
423,Numan,NG,2022-07-26 02:15:33,9.4667,12.0333,296.15,89,100,4.64
424,Yumen,CN,2022-07-26 02:15:34,40.2833,97.2,298.95,26,86,2.26
425,Kitimat,CA,2022-07-26 02:15:35,54.0524,-128.6534,301.99,54,6,1.97
426,Kabo,CF,2022-07-26 02:15:36,7.6994,18.629,294.74,98,100,2.77
427,Mandalgovi,MN,2022-07-26 02:15:36,45.7625,106.2708,291.65,50,3,4.82
428,Marawi,PH,2022-07-26 02:15:37,7.9986,124.2928,300.86,63,97,0.83
429,Aklavik,CA,2022-07-26 02:15:38,68.2191,-135.0107,296.64,42,100,5.15
430,Burayevo,RU,2022-07-26 02:15:38,55.8407,55.4083,290.83,86,95,1.35
431,Lavrentiya,RU,2022-07-26 02:15:39,65.5833,-171.0,278.29,83,100,8.38
432,Nemuro,JP,2022-07-26 02:15:39,43.3236,145.575,292.17,84,6,3.4
433,Daru,PG,2022-07-26 02:15:40,-9.0763,143.2092,298.95,82,87,6.89
434,Bathsheba,BB,2022-07-26 02:15:40,13.2167,-59.5167,300.49,93,75,5.66
435,Pundaguitan,PH,2022-07-26 02:15:41,6.3711,126.1689,301.49,76,73,3.6
436,Khakhea,BW,2022-07-26 02:15:41,-24.6895,23.494,286.99,64,34,6.31
437,Constitucion,CL,2022-07-26 02:10:57,-35.3333,-72.4167,284.87,92,100,8.93
438,Padang,ID,2022-07-26 02:15:42,-0.9492,100.3543,298.18,84,100,1.68
439,Isla Vista,US,2022-07-26 02:15:43,34.4133,-119.861,301.12,60,0,4.63
440,Barcelos,PT,2022-07-26 02:15:43,41.5388,-8.6151,293.62,88,0,1.33
441,Saint Anthony,US,2022-07-26 02:15:44,45.0205,-93.218,295.32,66,0,3.09
442,Veliki Trnovac,RS,2022-07-26 02:15:44,42.4767,21.7405,289.41,54,0,0.69
443,Batagay,RU,2022-07-26 02:15:45,67.6333,134.6333,299.17,41,55,1.68
444,Maniitsoq,GL,2022-07-26 02:15:45,65.4167,-52.9,278.99,89,94,4.81
445,Razdolnoye,RU,2022-07-26 02:15:46,43.55,131.9167,296.38,73,100,1.63
446,Concordia,AR,2022-07-26 02:15:46,-31.393,-58.0209,294.7,84,96,5.36
447,Harper,LR,2022-07-26 02:15:47,4.375,-7.7169,295.85,79,3,2.13
448,Filadelfia,US,2022-07-26 02:13:57,39.9523,-75.1638,302.09,65,100,8.23
449,Bonaventure,CA,2022-07-26 02:15:48,48.0457,-65.4926,293.45,88,70,2.06
450,Praia Da Vitoria,PT,2022-07-26 02:15:49,38.7333,-27.0667,297.29,88,75,1.15
451,Acapulco,MX,2022-07-26 02:12:24,16.8634,-99.8901,302.05,70,40,1.54
452,Inuvik,CA,2022-07-26 02:15:50,68.3499,-133.7218,298.63,33,75,4.63
453,Port-Gentil,GA,2022-07-26 02:14:17,-0.7193,8.7815,296.65,78,96,6.2
454,Changuinola,PA,2022-07-26 02:15:51,9.4333,-82.5167,298.63,84,100,0.23
455,Kharp,RU,2022-07-26 02:15:51,66.8014,65.8081,282.75,81,97,6.26
456,Karuzi,BI,2022-07-26 02:15:52,-3.125,30.1333,289.01,68,67,0.91
457,Pitimbu,BR,2022-07-26 02:15:52,-7.4706,-34.8086,295.48,82,15,5.26
458,Charcas,MX,2022-07-26 02:16:53,23.1333,-101.1167,291.79,62,70,8.75
459,Ixtapa,MX,2022-07-26 02:16:54,20.7,-105.2,301.72,70,75,2.06
460,Parauna,BR,2022-07-26 02:16:54,-16.9478,-50.4486,293.81,41,0,1.91
461,Vostok,RU,2022-07-26 02:16:55,46.4856,135.8833,293.71,78,98,0.96
462,Guarda,PT,2022-07-26 02:16:56,40.5373,-7.2658,285.41,80,0,1.69
463,Souillac,MU,2022-07-26 02:16:56,-20.5167,57.5167,293.36,88,40,2.06
464,Lorengau,PG,2022-07-26 02:16:57,-2.0226,147.2712,301.4,76,92,3.59
465,Tumpat,MY,2022-07-26 02:14:12,6.1978,102.171,300.16,81,81,1.63
466,Vestmannaeyjar,IS,2022-07-26 02:16:58,63.4427,-20.2734,284.4,80,100,4.27
467,Calabozo,VE,2022-07-26 02:16:59,8.9242,-67.4293,296.2,93,55,0.69
468,Novoraychikhinsk,RU,2022-07-26 02:17:00,49.7798,129.594,299.95,64,0,0.62
469,Cayenne,GF,2022-07-26 02:15:14,4.9333,-52.3333,301.53,9,20,1.03
470,Kamaishi,JP,2022-07-26 02:17:01,39.2667,141.8833,300.07,80,40,1.86
471,Qiongshan,CN,2022-07-26 02:17:01,20.0058,110.3542,305.14,66,20,2.0
472,Kuusankoski,FI,2022-07-26 02:17:02,60.907,26.6244,289.49,93,0,3.09
473,Yamada,JP,2022-07-26 02:17:03,39.4667,141.95,300.41,77,37,2.26
474,Port Hardy,CA,2022-07-26 02:15:44,50.6996,-127.4199,294.25,68,20,4.12
475,Tuy Hoa,VN,2022-07-26 02:17:04,13.0833,109.3,303.15,68,79,0.54
476,Preobrazheniye,RU,2022-07-26 02:17:05,42.9019,133.9064,297.44,73,91,3.63
477,Luderitz,NA,2022-07-26 02:17:05,-26.6481,15.1594,285.68,86,36,5.65
478,Korcula,HR,2022-07-26 02:17:07,42.9622,17.1369,299.68,71,0,0.97
479,Amuntai,ID,2022-07-26 02:17:07,-2.4177,115.2494,303.0,65,22,0.29
480,Matamoros,MX,2022-07-26 02:17:08,25.5333,-103.25,303.21,39,75,8.23
481,Novosergiyevka,RU,2022-07-26 02:17:08,52.0934,53.6528,291.96,80,80,1.92
482,Umm Kaddadah,SD,2022-07-26 02:17:09,13.6017,26.6876,303.18,47,99,5.82
483,Kapit,MY,2022-07-26 02:17:10,2.0167,112.9333,297.27,96,100,0.7
484,Chiredzi,ZW,2022-07-26 02:17:10,-21.05,31.6667,285.81,86,19,1.17
485,North Myrtle Beach,US,2022-07-26 02:15:44,33.816,-78.68,301.2,86,0,6.69
486,Anloga,GH,2022-07-26 02:17:11,5.7947,0.8973,297.35,87,96,5.9
487,Gazanjyk,TM,2022-07-26 02:17:12,39.2446,55.5154,299.97,54,98,2.44
488,Vilhena,BR,2022-07-26 02:17:13,-12.7406,-60.1458,294.2,43,68,1.71
489,Dafeng,CN,2022-07-26 02:17:13,23.4517,108.5881,305.03,63,0,1.81
490,Tomatlan,MX,2022-07-26 02:17:14,19.9333,-105.25,298.39,90,100,0.74
491,Vysokogornyy,RU,2022-07-26 02:17:15,50.1167,139.15,292.53,87,88,1.9
492,Ostrava,CZ,2022-07-26 02:17:16,49.8346,18.282,296.01,75,0,0.0
493,Muros,ES,2022-07-26 02:17:16,42.7762,-9.0603,290.98,80,5,3.65
494,Kemijarvi,FI,2022-07-26 02:17:17,66.7131,27.4306,287.67,83,100,2.84
495,Shelburne,CA,2022-07-26 02:17:17,44.0787,-80.2041,288.4,83,0,3.37
496,Chinsali,ZM,2022-07-26 02:17:18,-10.5414,32.0816,286.59,78,47,3.75
497,Waitati,NZ,2022-07-26 02:17:18,-45.75,170.5667,280.47,96,100,6.56
498,Poltavka,RU,2022-07-26 02:17:19,54.3663,71.7632,296.49,60,100,1.77
499,Hami,CN,2022-07-26 02:17:19,42.8,93.45,303.88,16,0,2.83
500,Vanimo,PG,2022-07-26 02:17:20,-2.6741,141.3028,301.46,76,81,3.85
501,Laguna,US,2022-07-26 02:15:23,38.421,-121.4238,308.32,40,0,5.14
502,Prykolotne,UA,2022-07-26 02:17:21,50.1604,37.3474,289.27,94,89,2.36
503,Hefei,CN,2022-07-26 02:17:22,31.8639,117.2808,297.16,94,40,3.0
504,Mchinji,MW,2022-07-26 02:18:22,-13.7984,32.8802,285.01,69,13,2.18
505,Kommunisticheskiy,RU,2022-07-26 02:18:23,61.6789,64.4819,286.39,54,99,3.2
506,Touros,BR,2022-07-26 02:18:24,-5.1989,-35.4608,295.87,83,83,6.49
507,Anadyr,RU,2022-07-26 02:18:24,64.75,177.4833,283.43,76,40,2.0
508,Kichera,RU,2022-07-26 02:18:25,55.9375,110.0997,291.89,78,42,2.89
509,Maragogi,BR,2022-07-26 02:18:25,-9.0122,-35.2225,295.73,81,23,3.84
510,Sipoo,FI,2022-07-26 02:18:26,60.3775,25.2691,292.64,77,0,4.63
511,Saint-Michel-Des-Saints,CA,2022-07-26 02:18:27,46.6834,-73.9159,289.78,69,34,3.25
512,Mitu,CO,2022-07-26 02:18:27,1.1983,-70.1733,294.88,98,83,0.68
513,Nuuk,GL,2022-07-26 02:18:28,64.1835,-51.7216,278.49,93,75,3.09
514,La Troncal,EC,2022-07-26 02:16:13,-2.4,-79.3333,295.85,93,100,0.82
515,Longkou,CN,2022-07-26 02:18:29,37.6508,120.3286,300.2,66,100,4.71
516,Xinzhou,CN,2022-07-26 02:18:30,38.4092,112.7333,297.23,70,15,0.88
517,Pervomayskoye,RU,2022-07-26 02:18:31,43.919,46.7102,294.23,56,0,2.59
518,Epiniana,GR,2022-07-26 02:18:31,39.1429,21.6134,291.23,68,0,1.4
519,Makubetsu,JP,2022-07-26 02:18:32,45.3714,141.8211,294.99,73,75,4.12
520,Mamallapuram,IN,2022-07-26 02:18:33,12.6264,80.1722,301.18,70,87,3.56
521,Knysna,ZA,2022-07-26 02:18:33,-34.0363,23.0471,285.05,62,0,3.05
522,Kajaani,FI,2022-07-26 02:18:34,64.2273,27.7285,290.18,77,95,3.6
523,Amapa,BR,2022-07-26 02:18:35,1.0,-52.0,294.85,100,100,1.05
524,At-Bashi,KG,2022-07-26 02:18:36,41.1702,75.8106,295.16,22,0,0.6
525,Henties Bay,NA,2022-07-26 02:16:52,-22.116,14.2845,285.43,94,7,2.27
526,Coffs Harbour,AU,2022-07-26 02:18:37,-30.3,153.1333,297.11,56,0,5.66
527,Micheweni,TZ,2022-07-26 02:18:37,-4.9667,39.8333,296.19,81,75,5.31
528,Nichinan,JP,2022-07-26 02:18:38,31.6,131.3667,302.97,82,17,1.81
529,Bairiki,KI,2022-07-26 02:18:38,1.3292,172.9752,303.15,70,20,6.17
530,Harpanahalli,IN,2022-07-26 02:18:39,14.8,75.9833,295.2,87,100,4.77
531,Churhat,IN,2022-07-26 02:18:39,24.428,81.6703,300.31,76,76,1.66
532,Kastamonu,TR,2022-07-26 02:18:40,41.5,33.6667,284.75,79,1,0.81
533,Aviles,ES,2022-07-26 02:18:41,43.5547,-5.9248,293.36,86,100,1.03
534,Sekoma,BW,2022-07-26 02:18:42,-24.4,23.8833,285.71,71,14,5.43
535,Lukhovitsy,RU,2022-07-26 02:18:42,54.9728,39.0361,289.91,94,11,1.52
536,Quatre Cocos,MU,2022-07-26 02:17:19,-20.2078,57.7625,293.21,77,10,4.27
537,Tanete,ID,2022-07-26 02:18:43,-3.9443,119.7848,301.39,72,72,4.44
538,Abu Samrah,SY,2022-07-26 02:18:43,35.3029,37.1841,295.99,33,0,2.89
539,Bilibino,RU,2022-07-26 02:18:44,68.0546,166.4372,286.22,40,86,4.49
540,Solnechnyy,RU,2022-07-26 02:18:45,50.7214,136.6319,294.27,65,54,3.24
541,Kyzyl-Suu,KG,2022-07-26 02:18:45,42.3414,78.0056,295.16,43,0,0.6
542,Bechem,GH,2022-07-26 02:18:46,7.0903,-2.025,293.58,95,97,1.19
543,Alakurtti,RU,2022-07-26 02:18:46,66.9672,30.3491,285.33,88,100,1.73
544,Vao,NC,2022-07-26 02:18:47,-22.6667,167.4833,293.84,65,2,5.43
545,Mahibadhoo,MV,2022-07-26 02:18:47,3.7833,72.9667,300.97,76,99,7.76
546,Koumac,NC,2022-07-26 02:18:48,-20.5667,164.2833,297.96,61,0,4.55
547,Kamuli,UG,2022-07-26 02:18:49,0.9472,33.1197,292.92,71,100,0.73
548,Galeana,MX,2022-07-26 02:19:50,24.8333,-100.0667,292.29,61,85,2.82
549,Kachug,RU,2022-07-26 02:19:50,53.9606,105.8817,286.12,97,100,2.48
550,Moerai,PF,2022-07-26 02:18:59,-22.4333,-151.3333,294.46,59,77,7.77
